,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
1475,2018-04-30,USD,2050282000,1300677000,481826000,950147000,None,207913000,712851000,155674000,82706000,501418000,87537000,413881000,469071000,9750000,468321000,142617000,46009000,931742000,658472000,9898000,648389000,None,71660000,273270000,None,None,71660000,None,None,176261000,97194000,1118540000,None,-1074966000,144000,144985870,SPLK
1476,2023-01-31,USD,1627969000,1164728000,877683000,877683000,None,200790000,463241000,3951000,14524000,337028000,33175000,303853000,None,None,None,86255000,9470000,1242980000,617109000,29246000,968018000,None,12839000,58588000,29564000,567283000,None,493400000,567283000,14387000,6903000,384989000,369000,-1006596000,1014000,96052025,ESTC
1477,2022-10-31,USD,1594232000,1122976000,856237000,856237000,None,185906000,471256000,5696000,13507000,341126000,37384000,303742000,None,None,None,80833000,11655000,1202667000,586972000,41055000,867170000,None,12348000,48669000,31475000,567026000,None,480700000,567026000,13964000,6675000,391565000,369000,-934022000,1005000,95307146,ESTC
1478,2022-07-31,USD,1571019000,1100214000,848761000,848761000,None,168020000,470805000,6408000,12986000,345246000,41591000,303655000,None,None,None,83433000,14452000,1177481000,560323000,38062000,870104000,None,11408000,50386000,26938000,566772000,None,519500000,566772000,14174000,7303000,393538000,369000,-886717000,999000,94621365,ESTC
1479,2022-04-30,USD,1642931000,1163708000,860949000,860949000,None,224428000,479223000,7207000,12001000,349706000,45800000,303906000,None,None,None,87531000,16643000,1227498000,593330000,28403000,930588000,None,11219000,67648000,27701000,566520000,None,502200000,566520000,9734000,17648000,415433000,369000,-817166000,990000,93765823,ESTC
1480,2022-01-31,USD,1559296000,1092852000,864363000,864363000,None,149541000,466444000,6739000,11141000,354103000,49948000,304155000,None,None,None,10793000,17403000,1126987000,491353000,21792000,791364000,None,17966000,69363000,23862000,566271000,None,537800000,566271000,5063000,21089000,432309000,369000,-751556000,982000,93420927,ESTC
1481,2021-10-31,USD,1561701000,1109908000,876059000,876059000,None,159998000,451793000,7510000,11076000,340410000,48620000,291790000,None,None,None,7060000,18528000,1111901000,480390000,17684000,780626000,None,9454000,65466000,26200000,566045000,None,572900000,566045000,4882000,12555000,449800000,369000,-694830000,972000,92206199,ESTC
1482,2021-07-31,USD,1519885000,1179987000,991342000,991342000,None,112749000,339898000,8310000,11037000,231371000,32845000,198526000,None,None,None,5509000,19375000,1064222000,434687000,17591000,728720000,None,142000,63693000,27605000,565700000,None,576900000,565842000,7764000,9338000,455663000,369000,-647807000,963000,91770228,ESTC
1483,2021-04-30,USD,973172000,637214000,400814000,400814000,None,175027000,335958000,8881000,10458000,235137000,36286000,198851000,None,None,None,6732000,12516000,522341000,450015000,7248000,795400000,None,8528000,72326000,28177000,0,None,None,0,6048000,7782000,450831000,369000,-613318000,948000,90533985,ESTC
1484,2021-01-31,USD,899980000,574040000,393134000,393134000,None,131460000,325940000,8665000,13093000,238488000,39823000,198665000,None,None,None,7042000,2886000,444399000,371421000,5825000,668020000,None,8176000,72978000,31945000,None,None,None,31945000,6048000,4888000,455581000,369000,-570017000,937000,89644940,ESTC
1485,2020-10-31,USD,867561000,544126000,348986000,348986000,None,139750000,323435000,8004000,12901000,241558000,43362000,198196000,None,None,None,7517000,3915000,424904000,348132000,9213000,618432000,None,7863000,76772000,32895000,None,None,None,32895000,6048000,4781000,442658000,369000,-532043000,908000,87204991,ESTC
1486,2020-07-31,USD,821342000,497929000,350418000,350418000,None,96359000,323413000,7905000,12361000,245316000,46903000,198413000,None,None,None,6734000,6345000,388963000,317397000,11669000,555022000,None,7718000,71566000,34236000,None,None,None,34236000,6048000,4798000,432379000,369000,-502885000,890000,85737645,ESTC
1487,2020-04-30,USD,803911000,480239000,297081000,297081000,None,136479000,323672000,7760000,13065000,248332000,50455000,197877000,None,None,None,6655000,7621000,390264000,333067000,11485000,519404000,None,7639000,68840000,35466000,None,None,None,35466000,4116000,12992000,413647000,369000,-484251000,856000,82856978,ESTC
1488,2020-01-31,USD,741849000,418506000,294076000,294076000,None,81321000,321138000,7958000,12513000,252779000,54005000,198774000,None,None,1760000,9808000,9572000,323407000,260556000,13098000,419588000,None,7292000,62851000,36326000,None,None,None,36326000,5546000,13231000,418442000,369000,-453100000,842000,81574811,ESTC
1489,2019-10-31,USD,766789000,433105000,305246000,305246000,None,87913000,331429000,8002000,11732000,257260000,58463000,198797000,None,None,1335000,6209000,11534000,333633000,264749000,10064000,402662000,None,7733000,68884000,41870000,None,None,None,41870000,7613000,13572000,433156000,369000,-408819000,829000,80412842,ESTC
1490,2019-07-31,USD,505736000,417434000,315152000,315152000,None,64525000,54476000,6424000,10977000,25831000,6061000,19770000,None,None,1240000,5122000,12164000,250686000,202527000,6799000,169768000,None,6451000,21291000,33319000,None,None,None,33319000,3056000,4780000,255050000,369000,-358846000,782000,76259361,ESTC
1491,2019-04-30,USD,485738000,429641000,298000000,298000000,None,87223000,54349000,5448000,10458000,26569000,6723000,19846000,None,None,1268000,8249000,13397000,222726000,203580000,4450000,341332000,None,None,19146000,None,None,None,None,90000,4619000,6723000,263012000,369000,-317077000,754000,73675083,ESTC
1492,2019-01-31,USD,450998000,401684000,305826000,305826000,None,56451000,46256000,4663000,9894000,27387000,7417000,19970000,None,None,1010000,8443000,6549000,178899000,161651000,1772000,137803000,None,None,17248000,None,91000,None,None,122000,4562000,5616000,272099000,369000,-282242000,727000,71334105,ESTC
1493,2018-10-31,USD,459531000,409604000,318564000,318564000,None,55806000,46891000,4104000,9512000,28140000,8176000,19964000,None,None,2908000,4655000,7500000,175645000,159406000,9827000,127279000,None,None,16239000,None,None,None,None,None,5079000,5215000,283886000,369000,-260891000,722000,70948987,ESTC
1494,2022-12-31,USD,1557284000,747148000,104751000,341791000,None,259590000,810136000,69157000,31810000,458992000,60901000,398091000,327224000,90184000,237040000,145767000,140806000,1383628000,512412000,13883000,276160000,84571000,84571000,871216000,61265000,877492000,84571000,792921000,877492000,222369000,17030000,173656000,None,-443159000,7000,69221000,AYX
1495,2022-09-30,USD,1424028000,626422000,87729000,379907000,None,110490000,797606000,75887000,None,461784000,64064000,397720000,351592000,59414000,292178000,136025000,117095000,1267879000,391243000,25126000,182784000,84463000,84463000,876636000,65612000,876651000,84463000,792188000,876651000,98870000,18836000,156149000,None,-411506000,7000,68673000,AYX
1496,2022-06-30,USD,1456287000,633269000,111308000,408903000,None,114237000,823018000,74549000,None,465990000,66092000,399898000,400351000,102756000,297595000,110129000,90830000,1284691000,403398000,30531000,174248000,84355000,84355000,881293000,70584000,875813000,84355000,791458000,875813000,114264000,19251000,171596000,None,-336993000,7000,68311000,AYX
1497,2022-03-31,USD,1476688000,621546000,147138000,458374000,None,77514000,855142000,72124000,None,469558000,70637000,398921000,451125000,139889000,311236000,85658000,79228000,1246095000,363328000,10921000,176604000,84247000,84247000,882767000,75660000,874976000,84247000,790729000,874976000,91556000,16378000,230593000,None,-230227000,7000,67826000,AYX
1498,2021-12-31,USD,1599688000,932927000,152375000,659249000,None,192318000,666761000,71270000,25422000,79152000,21737000,57415000,850087000,343213000,506874000,81360000,70445000,1196934000,408948000,8086000,208154000,77400000,77400000,787986000,78784000,763416000,77400000,686016000,763416000,115308000,23186000,402754000,None,-190429000,7000,67437000,AYX
1499,2021-09-30,USD,1473787000,767865000,184523000,596445000,None,72686000,705922000,58460000,None,49644000,12676000,36968000,825728000,413806000,411922000,98734000,76338000,1064460000,289459000,12365000,122513000,76166000,76166000,775001000,82972000,754867000,76166000,678701000,754867000,82942000,8801000,409327000,None,-152883000,7000,67325000,AYX
1500,2021-06-30,USD,1471509000,843287000,283726000,661876000,None,89439000,628222000,50147000,None,50920000,13883000,37037000,727466000,349316000,378150000,91972000,82271000,1039875000,282053000,16594000,117912000,74953000,74953000,757822000,75277000,746432000,74953000,671479000,746432000,77465000,6195000,431634000,None,-94844000,7000,67173000,AYX
1501,2021-03-31,USD,1415747000,987724000,253760000,839497000,None,60502000,428023000,43914000,None,52086000,15046000,37040000,778067000,192330000,585737000,87725000,77705000,964261000,239133000,5950000,98614000,73762000,73762000,725128000,52277000,738112000,73762000,664350000,738112000,64161000,5147000,451486000,None,-51404000,7000,66932000,AYX
1502,2020-12-31,USD,1465295000,972465000,171891000,756336000,None,136985000,492830000,40645000,14547000,53261000,16191000,37070000,850245000,265800000,584445000,79144000,70616000,988504000,268179000,5340000,112470000,72619000,72619000,720325000,53860000,730120000,72619000,657501000,730120000,81556000,8964000,476791000,None,-10748000,7000,66547000,AYX
1503,2020-09-30,USD,1356473000,866610000,95952000,723211000,None,61526000,489863000,33546000,None,54172000,17242000,36930000,886536000,259277000,627259000,81873000,86532000,920583000,215088000,6481000,73557000,71467000,71467000,705495000,48026000,722018000,71467000,650551000,722018000,66705000,3796000,435890000,None,-32783000,7000,66265000,AYX
1504,2020-06-30,USD,1316239000,872899000,128175000,735795000,None,68548000,443340000,26785000,None,54848000,18005000,36843000,846263000,238643000,607620000,68556000,85485000,906761000,224183000,11919000,86643000,77595000,70345000,682578000,33028000,714035000,70345000,643690000,714035000,57961000,3175000,409478000,None,-37140000,7000,66039000,AYX
1505,2020-03-31,USD,1323322000,880278000,228020000,762907000,None,53824000,443044000,24483000,None,55472000,18716000,36756000,763914000,229027000,534887000,63547000,88796000,896937000,214062000,13280000,80685000,76903000,69233000,682875000,40569000,706150000,69233000,636917000,706150000,53080000,3173000,426385000,None,-1847000,7000,65569000,AYX
1506,2019-12-31,USD,1342338000,971985000,409949000,786944000,None,129912000,370353000,20296000,9406000,58993000,22083000,36910000,564916000,187921000,376995000,55129000,69543000,917431000,246830000,9383000,86628000,74781000,68154000,670601000,29293000,698475000,68154000,630321000,698475000,85398000,2660000,424907000,None,14235000,7000,65170000,AYX
1507,2019-09-30,USD,1239309000,995491000,642450000,874426000,None,67704000,273118000,15229000,None,34118000,15282000,18836000,344036000,112060000,231976000,53361000,48086000,852574000,190795000,11200000,68587000,72897000,67079000,661779000,30307000,690799000,67079000,623720000,690799000,45955000,4183000,386735000,None,-16453000,7000,63966000,AYX
1508,2019-06-30,USD,663502000,441155000,108004000,332656000,None,64977000,247847000,13984000,None,35531000,16527000,19004000,318798000,94146000,224652000,43522000,47111000,332074000,297575000,10823000,73591000,183980000,179160000,34499000,28411000,179160000,179160000,0,179160000,35825000,4264000,331428000,None,-10213000,6000,62613000,AYX
1509,2019-03-31,USD,644192000,458616000,127041000,367141000,None,52034000,182083000,12210000,None,16468000,6993000,9475000,334307000,94207000,240100000,39441000,37298000,318354000,290107000,6804000,None,176345000,176345000,3257000,22781000,176345000,176345000,0,176345000,35838000,1252000,325838000,None,-6994000,6000,61926000,AYX
1510,2018-12-31,USD,618167000,461813000,89974000,329692000,None,94922000,156285000,11729000,7097000,16985000,7491000,9494000,336269000,96551000,239718000,37199000,31089000,316349000,124580000,5028000,86145000,None,None,180122000,None,173647000,0,173647000,173647000,35537000,4345000,301818000,None,-12908000,6000,61462000,AYX
1511,2018-09-30,USD,526490000,407255000,85324000,85324000,None,51228000,118623000,11731000,None,19262000,9610000,9652000,None,86023000,242734000,27969000,1607000,331766000,154044000,7337000,None,None,None,174285000,None,170927000,None,170927000,170927000,22472000,3358000,281591000,None,-115850000,6000,61103000,AYX
1512,2018-06-30,USD,507291000,398801000,98571000,98571000,None,44592000,107878000,10482000,None,19946000,10267000,9679000,None,74608000,232044000,23594000,2842000,322180000,147390000,8392000,None,None,168255000,171545000,None,168255000,168255000,168255000,168255000,23285000,3290000,260869000,None,-115606000,6000,60685000,AYX
1513,2018-03-31,USD,289289000,229738000,59077000,178887000,None,29345000,86407000,8603000,None,20723000,10856000,9867000,None,26856000,119810000,21506000,2757000,133161000,126460000,1193000,111714000,None,None,6479000,None,None,None,None,329000,17032000,3000000,230405000,None,-110311000,6000,60052000,AYX
1514,2022-12-31,USD,594214000,422497000,148132000,195995000,None,165964000,74074000,41855000,None,31600000,5251000,26349000,87332000,0,47863000,60538000,3286000,448514000,270252000,7997000,200324000,2740000,11421000,178262000,65906000,118119000,2740000,115379000,118119000,3121000,0,145700000,None,-408451000,7000,72704700,APPN
1515,2022-09-30,USD,454560000,297975000,51802000,92687000,None,143385000,66367000,38692000,None,29184000,5139000,24045000,41034000,0,40885000,61903000,2824000,281618000,224391000,5082000,164562000,None,7434000,57227000,60144000,None,None,None,60144000,2603000,956000,172942000,None,-374035000,7000,72503000,APPN
1516,2022-06-30,USD,469629000,315392000,76185000,135933000,None,120424000,67027000,38539000,None,31437000,5840000,25597000,71208000,2022000,59748000,59035000,2235000,264569000,212326000,6783000,153052000,None,7988000,52243000,55198000,None,None,None,55198000,581000,3162000,205060000,None,-330039000,7000,72390000,APPN
1517,2022-03-31,USD,502513000,338663000,106795000,160233000,None,121630000,75926000,38526000,None,33886000,6615000,27271000,105177000,8184000,53438000,56800000,1980000,259757000,206430000,4476000,148115000,None,8135000,53327000,56099000,None,None,None,56099000,1104000,3377000,242756000,None,-280685000,7000,72216870,APPN
1518,2021-12-31,USD,504519000,338264000,100796000,155975000,None,132049000,80325000,36913000,None,34939000,7144000,27795000,105524000,12044000,55179000,52240000,2047000,270602000,215721000,5766000,152599000,None,8110000,54881000,56894000,0,0,0,0,1067000,3458000,233917000,None,-257531000,7000,71339205,APPN
1519,2021-09-30,USD,494370000,346569000,127122000,188506000,None,110223000,71486000,34280000,None,35941000,8527000,27414000,120778000,0,61384000,47840000,2096000,237894000,178420000,9899000,124874000,None,6606000,59474000,56198000,None,None,None,56198000,77000,7759000,256476000,None,-231686000,7000,71118881,APPN
