,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Ticker
1736,2022-12-31,USD,632688000,694115000,61427000,61427000,260101000,257450000,111390000,372587000,3576000,-9058000,3576000,9058000,None,1792000,None,28324000,256411000,-1536000,9058000,257947000,323708000,265469000,293793000,257947000,ANSS
1737,2022-09-30,USD,410544000,472511000,61967000,61967000,123384000,175283000,108056000,287160000,1345000,-6092000,1345000,6092000,None,-656000,None,28227000,117981000,22006000,6092000,95975000,34339000,124073000,152300000,95975000,ANSS
1738,2022-06-30,USD,411363000,473850000,62487000,62487000,128010000,170383000,108941000,283353000,269000,-4609000,269000,4609000,None,-776000,None,28932000,122894000,24094000,4609000,98800000,50157000,127503000,156435000,98800000,ANSS
1739,2022-03-31,USD,360317000,425077000,64760000,64760000,81163000,169755000,105274000,279154000,527000,-2967000,527000,2967000,None,-694000,None,29080000,78029000,7041000,2967000,70988000,48896000,80996000,110076000,70988000,ANSS
1740,2021-12-31,USD,586690000,655667000,68977000,68977000,238848000,243384000,101489000,347842000,534000,-2811000,534000,2811000,None,-1598000,None,26367000,234973000,31802000,2811000,203171000,196185000,237784000,264151000,203171000,ANSS
1741,2021-09-30,USD,378422000,441168000,62746000,62746000,107628000,165368000,102023000,270794000,541000,-2943000,541000,2943000,None,-1328000,None,26354000,103898000,18556000,2943000,85342000,69038000,106841000,133195000,85342000,ANSS
1742,2021-06-30,USD,382496000,446654000,64158000,64158000,116773000,160410000,100879000,265723000,486000,-3336000,486000,3336000,None,14937000,None,27064000,128860000,35144000,3336000,93716000,97933000,132196000,159260000,93716000,ANSS
1743,2021-03-31,USD,301123000,363226000,62103000,62103000,50022000,146215000,100479000,251101000,517000,-3315000,517000,3315000,None,399000,None,27082000,47623000,-24775000,3315000,72398000,53134000,50938000,78020000,72398000,ANSS
1744,2020-12-31,USD,555783000,623686000,67903000,67903000,259391000,195845000,96510000,296392000,610000,-2444000,610000,2444000,None,315000,None,23078000,257872000,42240000,2444000,215632000,249194000,260316000,283394000,215632000,ANSS
1745,2020-09-30,USD,313580000,366965000,53385000,53385000,90085000,132642000,86616000,223495000,754000,-1853000,754000,1853000,None,1158000,None,20841000,90144000,14517000,1853000,75627000,103675000,91997000,112838000,75627000,ANSS
1746,2020-06-30,USD,331801000,385661000,53860000,53860000,112807000,128698000,86133000,218994000,934000,-3040000,934000,3040000,None,1884000,None,20654000,112585000,16021000,3040000,96564000,106852000,115625000,136279000,96564000,ANSS
1747,2020-03-31,USD,254869000,304985000,50116000,50116000,34073000,130522000,86112000,220796000,2775000,-3651000,2775000,3651000,None,127000,None,20702000,33324000,-12740000,3651000,46064000,21772000,36975000,57677000,46064000,ANSS
1748,2019-12-31,USD,436632000,486228000,49596000,49596000,185716000,167937000,79152000,250916000,3186000,-2900000,3186000,2900000,None,-855000,None,18300000,185147000,19295000,2900000,165852000,190612000,188047000,206347000,165852000,ANSS
1749,2019-09-30,USD,302534000,343899000,41365000,41365000,105047000,120682000,73018000,197487000,3188000,-239000,3188000,239000,None,833000,None,14698000,108829000,19366000,239000,89463000,68701000,109068000,123766000,89463000,ANSS
1750,2019-06-30,USD,328138000,368635000,40497000,40497000,128628000,120412000,75302000,199510000,2980000,-231000,2980000,231000,None,-1436000,None,14103000,129941000,20191000,231000,109750000,110308000,130172000,144275000,109750000,ANSS
1751,2019-03-31,USD,282315000,317130000,34815000,34815000,95649000,112169000,70738000,186666000,3442000,-91000,2929000,91000,None,-334000,None,13415000,98666000,12436000,91000,86230000,78672000,98757000,112172000,86230000,ANSS
1752,2018-12-31,USD,375343000,415432000,40089000,40089000,179936000,133137000,58896000,195407000,3745000,None,None,None,None,1440000,None,11914000,185062000,31899000,None,153163000,151675000,179936000,191850000,153163000,ANSS
1753,2018-09-30,USD,253110000,289418000,36308000,36308000,93024000,97576000,59019000,160086000,3213000,None,None,None,None,-974000,None,13603000,95263000,5927000,None,89336000,84234000,93024000,106627000,89336000,ANSS
1754,2018-06-30,USD,265463000,305913000,40450000,40450000,108553000,95058000,58357000,156910000,2176000,None,None,2692000,None,-1007000,None,17125000,109722000,17126000,None,92596000,66408000,108553000,125678000,92596000,ANSS
1755,2018-03-31,USD,243835000,282873000,39038000,39038000,95061000,87809000,57530000,148774000,2285000,None,None,2692000,None,-308000,None,16613000,97038000,12758000,None,84280000,92523000,95061000,111674000,84280000,ANSS
1756,2022-12-31,USD,241632000,298056000,214085000,55824000,33887000,147766000,53411000,207745000,None,-4787000,4787000,4787000,297456000,1617000,3266000,10500000,30717000,15691000,4787000,15026000,9893000,33887000,44387000,15026000,DT
1757,2022-09-30,USD,223622000,279826000,210947000,55704000,20399000,144743000,51907000,203223000,None,-513000,513000,513000,279326000,-1214000,2948000,10500000,18672000,8146000,513000,10526000,12344000,20399000,30899000,10526000,DT
1758,2022-06-30,USD,215475000,267873000,203695000,51798000,19094000,141336000,48482000,196381000,None,-2175000,2175000,2175000,267273000,-2250000,2798000,10571000,14669000,12555000,2175000,2114000,2594000,19094000,29665000,2114000,DT
1759,2022-03-31,USD,204669000,253185000,196140000,47916000,17629000,136668000,42833000,187040000,None,-2234000,2234000,2234000,252585000,1889000,2850000,11556000,17284000,16355000,2234000,929000,-977000,17629000,29185000,929000,DT
1760,2021-12-31,USD,196306000,241566000,182736000,44460000,21215000,126676000,40876000,175091000,None,-2450000,2450000,2450000,240766000,-1357000,2739000,11600000,17408000,2821000,2450000,14587000,15279000,21215000,32815000,14587000,DT
1761,2021-09-30,USD,184687000,226854000,171256000,41667000,21251000,117990000,37908000,163436000,None,-2651000,2651000,2651000,226354000,-1299000,2574000,11600000,17301000,-6340000,2651000,23641000,26035000,21251000,32851000,23641000,DT
1762,2021-06-30,USD,170907000,210340000,157775000,38833000,21212000,107404000,34725000,149695000,None,-2857000,2857000,2857000,209740000,1311000,2475000,11512000,19666000,6372000,2857000,13294000,11636000,21212000,32724000,13294000,DT
1763,2021-03-31,USD,161169000,197104000,148193000,35335000,20852000,99945000,31668000,140317000,None,-3035000,3035000,3035000,196504000,-2582000,2433000,12896000,15235000,-11719000,3035000,26954000,28768000,20852000,33748000,26954000,DT
1764,2020-12-31,USD,149791000,183911000,134389000,33120000,24107000,88271000,28730000,125684000,None,-3455000,3455000,3455000,182911000,2526000,2792000,13000000,23178000,4762000,3455000,18416000,13630000,24107000,37107000,18416000,DT
1765,2020-09-30,USD,137875000,169686000,122557000,30711000,22831000,78800000,27512000,115044000,None,-3602000,3602000,3602000,168586000,199000,2207000,13000000,19428000,1949000,3602000,17479000,14687000,22831000,35831000,17479000,DT
1766,2020-06-30,USD,126966000,156708000,112230000,28542000,24106000,70690000,23505000,102860000,None,-4113000,4113000,4113000,155508000,19000,1590000,13019000,20012000,7147000,4113000,12865000,10523000,24106000,37125000,12865000,DT
1767,2020-03-31,USD,119440000,155177000,122352000,31137000,8035000,76859000,24509000,111405000,None,-5682000,5682000,5682000,150577000,-1504000,1887000,14357000,865000,-50044000,5682000,46702000,53726000,8035000,22392000,50909000,DT
1768,2019-12-31,USD,114593000,143298000,117487000,28705000,7555000,74283000,22517000,107038000,None,-5995000,5995000,5995000,143298000,67000,2006000,14300000,1627000,-136000,5995000,1763000,-600000,7555000,21855000,1763000,DT
1769,2019-09-30,USD,89832000,129378000,241944000,39546000,-154523000,186919000,46596000,244355000,None,-14534000,14534000,14534000,129378000,146000,1937000,14700000,-168911000,248423000,14534000,-417334000,-408020000,-154523000,-139823000,-417334000,DT
1770,2019-06-30,USD,93007000,122550000,134855000,29543000,-33006000,90097000,25659000,126013000,None,-19186000,19186000,19186000,122550000,94000,2034000,15100000,-52098000,-2943000,19186000,-49155000,-47318000,-33006000,-17906000,-49155000,DT
1771,2019-03-31,USD,86217000,116168000,29951000,29951000,-23644000,27014000,21571000,109861000,None,-20603000,20240000,20603000,None,363000,1894000,19834000,-43867000,-13269000,20603000,-30598000,-34212000,-23644000,-3447000,-30598000,DT
1772,2018-12-31,USD,88867000,114690000,25823000,25823000,-3578000,19672000,17643000,92445000,None,None,None,21060000,None,-146000,1840000,19995000,-24784000,-2682000,21060000,-22102000,-21581000,-3578000,16271000,-22102000,DT
1773,2018-09-30,USD,75551000,101887000,26336000,26336000,-26270000,25211000,19690000,101821000,None,None,None,17495000,None,-439000,1642000,19996000,-44204000,-4266000,17495000,-39938000,-38748000,-26270000,-6713000,-39938000,DT
1774,2018-06-30,USD,73530000,98221000,24691000,24691000,-19215000,19881000,17896000,92745000,None,None,None,10687000,None,2863000,1943000,20286000,-27039000,-3483000,10687000,-23556000,-25565000,-19215000,3934000,-23556000,DT
1775,2022-12-31,USD,1525000000,1940000000,415000000,415000000,155000000,916000000,454000000,1370000000,None,-7000000,7000000,7000000,1940000000,35000000,76000000,118000000,183000000,33000000,7000000,150000000,220000000,190000000,308000000,150000000,NOW
1776,2022-09-30,USD,1431000000,1831000000,400000000,400000000,91000000,884000000,456000000,1340000000,None,-8000000,8000000,8000000,1831000000,19000000,66000000,20000000,102000000,22000000,8000000,80000000,8000000,110000000,130000000,80000000,NOW
1777,2022-06-30,USD,1363000000,1752000000,389000000,389000000,22000000,897000000,444000000,1341000000,None,-6000000,12000000,6000000,1752000000,13000000,61000000,20000000,29000000,9000000,6000000,20000000,-64000000,35000000,55000000,20000000,NOW
1778,2022-03-31,USD,1353000000,1722000000,369000000,369000000,87000000,852000000,414000000,1266000000,None,-6000000,6000000,6000000,1722000000,4000000,58000000,103000000,85000000,10000000,6000000,75000000,25000000,91000000,194000000,75000000,NOW
1779,2021-12-31,USD,1240000000,1614000000,374000000,374000000,35000000,813000000,392000000,1205000000,None,-7000000,7000000,7000000,1614000000,4000000,80000000,106000000,32000000,6000000,7000000,26000000,12000000,39000000,145000000,26000000,NOW
1780,2021-09-30,USD,1162000000,1512000000,350000000,350000000,74000000,730000000,358000000,1088000000,None,-7000000,2000000,7000000,1512000000,1000000,83000000,20000000,68000000,5000000,7000000,63000000,41000000,75000000,95000000,63000000,NOW
1781,2021-06-30,USD,1080000000,1409000000,329000000,329000000,51000000,696000000,333000000,1029000000,None,-7000000,2000000,7000000,1409000000,6000000,78000000,16000000,50000000,-9000000,7000000,59000000,73000000,57000000,73000000,59000000,NOW
1782,2021-03-31,USD,1061000000,1360000000,299000000,299000000,97000000,650000000,314000000,964000000,None,-7000000,6000000,7000000,1360000000,9000000,71000000,83000000,99000000,17000000,7000000,82000000,44000000,106000000,189000000,82000000,NOW
1783,2020-12-31,USD,971000000,1250000000,279000000,279104000,18000000,668999000,284000000,953000000,None,-7746000,254000,8000000,1245376000,3138000,65000000,71440000,14145000,-3000000,12700000,16648000,59000000,22145000,93585000,17145000,NOW
1784,2020-09-30,USD,900000000,1152000000,252000000,251704000,69000000,562644000,268000000,831000000,None,-8000000,3057000,8000000,1151972000,-35919000,58000000,10000000,25858000,13000000,8000000,12858000,35000000,33858000,43858000,12858000,NOW
1785,2020-06-30,USD,838000000,1071000000,233000000,232939000,63000000,530556000,245000000,775000000,None,-8488000,-488000,8000000,1070842000,8252000,51000000,15000000,62000000,21000000,8488000,40766000,86000000,70000000,85000000,41000000,NOW
1786,2020-03-31,USD,823000000,1046000000,223000000,223366000,49000000,546982000,227000000,774000000,None,-8570000,430000,9000000,1046340000,7597000,51000000,59781000,48000000,0,8570000,48231000,8000000,57000000,116781000,48000000,NOW
1787,2019-12-31,USD,740529000,951337000,210808000,211453000,28389000,509481000,202959000,712140000,None,-8475000,-475000,8000000,951774000,14149000,49000000,56288000,34001000,-565025000,8475000,598724000,604360000,42001000,98289000,599026000,NOW
1788,2019-09-30,USD,685040000,885833000,200793000,200793000,56324000,438617000,190099000,628716000,None,-8371000,-371000,8000000,885833000,12817000,42000000,9000000,60770000,20172000,8371000,40570000,46687000,68770000,77770000,40598000,NOW
1789,2019-06-30,USD,635757000,833904000,198147000,198147000,-27000000,479337000,183420000,662757000,None,-8269000,14427000,8269000,833904000,18954000,40000000,8000000,-16315000,-5236000,8269000,-11115000,-7860000,-8046000,-46000,-11079000,NOW
1790,2019-03-31,USD,602674000,788926000,186252000,186252000,-15713000,445865000,172522000,618387000,None,-8168000,4215000,8168000,788926000,12425000,37100000,46557000,-11456000,-9911000,8168000,-1545000,12813000,-3288000,43269000,-1545000,NOW
1791,2018-12-31,USD,547279000,715441000,168162000,168162000,278000,398339000,148662000,547001000,None,-8938000,None,8938000,715441000,11700000,34700000,42991000,1955000,-5060000,8938000,7015000,4398000,10893000,53884000,7015000,NOW
1792,2018-09-30,USD,515239000,673097000,157858000,157858000,9568000,370016000,135655000,505671000,None,-11233000,None,11233000,673097000,8895000,31500000,6400000,7230000,-1175000,11233000,8405000,10982000,18463000,24863000,8405000,NOW
1793,2018-06-30,USD,477891000,631056000,153165000,153165000,-31989000,381964000,127916000,509880000,None,-15498000,None,15498000,631056000,8621000,29200000,6100000,-40846000,11900000,15498000,-52746000,-43771000,-25348000,-19248000,-52746000,NOW
1794,2018-03-31,USD,445749000,589222000,143473000,143473000,-20283000,348764000,117268000,466032000,None,-17064000,None,17064000,589222000,26919000,27700000,36119000,-7360000,-17982000,17064000,10622000,-881000,9704000,45823000,10622000,NOW
1795,2022-12-31,USD,182932000,273008000,90076000,90076000,18208000,123695000,41029000,164724000,None,-63000,None,63000,256434000,None,4579000,2770000,18203000,2603000,63000,15600000,16116000,18208000,21036000,15600000,PCTY
1796,2022-09-30,USD,168737000,253280000,84543000,84543000,7089000,121555000,40093000,161648000,None,-94000,None,94000,245406000,None,4454000,2771000,6926000,-23426000,94000,30352000,27980000,7089000,9791000,30352000,PCTY
1797,2022-06-30,USD,151553000,228947000,77394000,77394000,18826000,103843000,28884000,132727000,None,-49000,None,49000,226867000,None,4285000,2770000,18629000,3483000,49000,15146000,14405000,18826000,21448000,15146000,PCTY
1798,2022-03-31,USD,170432000,245970000,75538000,75538000,47378000,97384000,25670000,123054000,None,-46000,None,46000,244962000,-311000,4098000,2630000,47067000,12221000,46000,34846000,33628000,47378000,49743000,34846000,PCTY
1799,2021-12-31,USD,125216000,196037000,70821000,70821000,8138000,91800000,25278000,117078000,None,-46000,None,46000,195041000,-372000,3974000,2000000,7766000,-2087000,46000,9853000,9518000,8138000,9812000,9853000,PCTY
1800,2021-09-30,USD,118448000,181697000,63249000,63249000,10252000,85120000,23076000,108196000,None,-44000,None,44000,180824000,-117000,3842000,1352000,10135000,-20797000,44000,30932000,30857000,10252000,11531000,30932000,PCTY
1801,2021-06-30,USD,108401000,167451000,59050000,59050000,9100000,79037000,20264000,99301000,None,-44000,None,44000,166530000,-96000,3920000,1028000,9004000,-2879000,44000,11883000,11810000,9100000,10076000,11883000,PCTY
1802,2021-03-31,USD,128727000,186053000,57326000,57326000,39143000,71126000,18458000,89584000,None,-44000,None,44000,184927000,-207000,3966000,1028000,38936000,2102000,44000,36834000,36708000,39143000,40008000,36834000,PCTY
1803,2020-12-31,USD,92787000,146329000,53542000,53542000,6351000,67098000,19338000,86436000,None,-46000,None,46000,145393000,-379000,4014000,940000,5972000,-3670000,46000,9642000,9455000,6351000,6958000,9642000,PCTY
1804,2020-09-30,USD,86414000,135794000,49380000,49380000,3449000,64318000,18647000,82965000,None,-37000,None,37000,134844000,-257000,4005000,844000,3192000,-9268000,37000,12460000,12237000,3449000,4073000,12460000,PCTY
1805,2020-06-30,USD,84714000,130589000,45875000,45875000,6316000,61048000,17350000,78398000,None,-41000,None,41000,129200000,None,4058000,835000,6069000,1119000,41000,6316000,5727000,6316000,6945000,4950000,PCTY
1806,2020-03-31,USD,123565000,171646000,48081000,48081000,47741000,60212000,15612000,75824000,None,-40000,None,40000,167095000,435000,4082000,563000,48176000,8044000,40000,40132000,39950000,47741000,48779000,40132000,PCTY
1807,2019-12-31,USD,86950000,132374000,45424000,45424000,6114000,65426000,15410000,80836000,None,-40000,None,40000,127980000,285000,4076000,562000,6399000,932000,40000,5467000,5431000,6114000,7001000,5467000,PCTY
1808,2019-09-30,USD,84090000,126720000,42630000,42630000,6000000,63696000,14394000,78090000,None,-33000,None,33000,121788000,None,3913000,563000,6474000,-7432000,33000,13906000,13910000,6000000,7070000,13906000,PCTY
1809,2019-06-30,USD,80279000,120373000,40094000,40094000,9209000,57627000,13443000,71070000,None,None,None,85000,114601000,667000,4721000,563000,9876000,-365000,None,9209000,10331000,9209000,9772000,10241000,PCTY
1810,2019-03-31,USD,99807000,139552000,39745000,39745000,36212000,50907000,12688000,63595000,None,None,None,85000,133355000,540000,3626000,562000,36752000,8726000,None,28026000,28187000,36212000,36774000,28026000,PCTY
1811,2018-12-31,USD,69134000,107204000,38070000,38070000,7027000,49309000,12798000,62107000,None,None,None,85000,102739000,346000,3588000,563000,7373000,1669000,None,5704000,5689000,7027000,7590000,5704000,PCTY
1812,2018-09-30,USD,64562000,100504000,35942000,35942000,3776000,49386000,11400000,60786000,None,None,None,None,96761000,269000,3457000,563000,4045000,-5807000,None,9852000,9867000,3776000,4339000,9852000,PCTY
1813,2018-06-30,USD,57870000,96616000,38746000,38746000,-5164000,52616000,10418000,63034000,None,None,None,None,-67000,337000,4986000,619000,-4827000,-3274000,None,-5164000,-1521000,-5164000,-4545000,-1553000,PCTY
1814,2018-03-31,USD,74755000,113407000,38652000,38652000,20465000,45232000,9058000,54290000,None,None,None,None,-54000,215000,3189000,358000,20680000,-18497000,None,39177000,39116000,20465000,20823000,39177000,PCTY
1815,2022-12-31,USD,768606000,1275552000,625525000,506946000,468919000,109264000,190423000,299687000,1400000,13773000,13773000,None,1275552000,16926000,6900000,9315000,485845000,58756000,None,427089000,440310000,468919000,478234000,427089000,ANET
1816,2022-09-30,USD,709980000,1176801000,571647000,466821000,417347000,104826000,187807000,292633000,-2710000,6929000,6929000,6929000,1176801000,6817000,6900000,9316000,424164000,70165000,None,353999000,348189000,417347000,426663000,353999000,ANET
1817,2022-06-30,USD,643265000,1051891000,510880000,408626000,362853000,102254000,178158000,280412000,-4424000,4427000,4427000,4427000,1051891000,-533000,6200000,14921000,362320000,63221000,None,299099000,288281000,362853000,381668000,299099000,ANET
1818,2022-03-31,USD,553845000,877066000,427073000,323221000,277987000,103852000,172006000,275858000,-7033000,2428000,2428000,2428000,877066000,31480000,5600000,13091000,309467000,37208000,None,272259000,250058000,277987000,324986000,272259000,ANET
1819,2021-12-31,USD,522714000,824459000,429992000,301745000,265788000,99047000,157879000,256926000,-7654000,1662000,1662000,1662000,824459000,1500000,4900000,12470000,267288000,27993000,None,239295000,232999000,265788000,281420000,239295000,ANET
1820,2021-09-30,USD,478615000,748697000,362310000,270082000,233294000,92228000,153093000,245321000,-7072000,1636000,1636000,1636000,748697000,1346000,4900000,12629000,234640000,10335000,None,224305000,223440000,233294000,248905000,224305000,ANET
1821,2021-06-30,USD,454178000,707319000,344661000,253141000,219365000,91520000,143293000,234813000,-6675000,1872000,1872000,1872000,707319000,1719000,4800000,12577000,221084000,24196000,None,196888000,196613000,219365000,235533000,196888000,ANET
1822,2021-03-31,USD,425272000,667562000,328783000,242290000,206292000,86493000,132487000,218980000,-5446000,2045000,2045000,2045000,667562000,1575000,4900000,12658000,207867000,27501000,None,180366000,179264000,206292000,222570000,180366000,ANET
1823,2020-12-31,USD,414584000,648482000,319997000,233898000,194638000,86099000,133847000,219946000,-4351000,2490000,2490000,2490000,648482000,5542000,5000000,12615000,200180000,17222000,None,182958000,184130000,194638000,215285000,182958000,ANET
1824,2020-09-30,USD,384962000,605431000,288987000,220469000,188395000,68518000,128049000,196567000,-3092000,4319000,4319000,4319000,605431000,13224000,4900000,10805000,201619000,33244000,None,168375000,159618000,188395000,216743000,168375000,ANET
1825,2020-06-30,USD,344089000,540570000,262037000,196481000,166989000,65556000,111544000,177100000,-1896000,8668000,8668000,8668000,540570000,8256000,5100000,10962000,175245000,30452000,None,144793000,151788000,166989000,194875000,144793000,ANET
1826,2020-03-31,USD,338251000,523029000,260213000,184778000,149662000,75435000,113154000,188589000,-1042000,11662000,11662000,11662000,523029000,12157000,5200000,10208000,161819000,23388000,None,138431000,139116000,149662000,183689000,138431000,ANET
1827,2019-12-31,USD,356303000,552546000,266494000,196243000,175989000,70251000,110063000,180314000,739000,12693000,12693000,0,552546000,11183000,4700000,7901000,187172000,-73520000,None,260692000,260634000,175989000,207766000,260692000,ANET
1828,2019-09-30,USD,417274000,658715000,307077000,237141000,228606000,69936000,118732000,188668000,1772000,0,13446000,0,658715000,19169000,4800000,8191000,247775000,38880000,0,208895000,207061000,247775000,255966000,208895000,ANET
1829,2019-06-30,USD,390191000,608321000,287189000,218130000,206837000,69059000,114295000,183354000,2191000,0,13107000,0,608321000,13811000,4800000,8395000,220648000,31397000,0,189251000,191866000,220648000,229043000,189251000,ANET
1830,2019-03-31,USD,380570000,595424000,281413000,214854000,194342000,66559000,119669000,186228000,2069000,0,13048000,0,595424000,12333000,4700000,8362000,206675000,5646000,0,201029000,204443000,206675000,215037000,201029000,ANET
1831,2018-12-31,USD,374992000,595726000,283645000,220734000,193642000,62911000,118439000,181350000,1497000,-661000,None,661000,595726000,5509000,5600000,9231000,198490000,28168000,661000,170322000,170770000,199151000,208382000,170322000,ANET
1832,2018-09-30,USD,361583000,562636000,264950000,201726000,180770000,63224000,117589000,180813000,1080000,-673000,None,673000,563309000,9292000,5400000,7112000,189389000,20865000,673000,168524000,168633000,190062000,197174000,168524000,ANET
1833,2018-06-30,USD,333883000,519165000,250570000,185962000,-239803000,64608000,104078000,573686000,753000,-680000,None,680000,519845000,-1489000,5400000,5631000,-241972000,-86703000,680000,-155269000,-156194000,-241292000,-235661000,-155269000,ANET
1834,2018-03-31,USD,302919000,472489000,169570000,169570000,138738000,61819000,102362000,164181000,30000,-687000,None,687000,472489000,4843000,5300000,5697000,142894000,-1644000,687000,144538000,142850000,143581000,149278000,144538000,ANET
1835,2022-10-31,USD,398444000,552344000,312847000,153907000,121404000,146783000,130257000,277040000,None,None,None,None,552344000,12458000,1000000,12157000,133862000,25405000,None,108457000,90150000,121404000,133561000,108457000,VEEV
1836,2022-07-31,USD,382549000,532450000,312346000,151669000,101092000,147449000,134008000,281457000,None,None,None,None,532450000,8398000,2000000,13228000,109490000,18889000,None,90601000,87477000,101092000,114320000,90601000,VEEV
1837,2022-04-30,USD,365587000,505684000,277013000,139515000,127672000,124440000,113475000,237915000,None,None,None,None,505684000,2709000,2000000,13058000,130381000,30266000,None,100115000,87862000,127672000,140730000,100115000,VEEV
1838,2022-01-31,USD,349618000,485935000,274547000,135881000,119718000,124625000,105275000,229900000,None,None,None,None,486649000,-239000,2000000,14041000,119479000,22383000,None,97096000,90876000,119718000,133759000,97096000,VEEV
1839,2021-10-31,USD,346547000,476176000,258667000,129564000,132708000,115204000,98635000,213839000,None,None,None,None,476176000,824000,2000000,13899000,133532000,27663000,None,105869000,102820000,132708000,146607000,105869000,VEEV
1840,2021-07-31,USD,333497000,455592000,248951000,122097000,124624000,113974000,94899000,208873000,None,None,None,None,455592000,1666000,2000000,12880000,126290000,17432000,None,108858000,108476000,124624000,137504000,108858000,VEEV
1841,2021-04-30,USD,317437000,433142000,234529000,116136000,128446000,105765000,83226000,188991000,None,None,None,None,433142000,4564000,2000000,12628000,133010000,17443000,None,115567000,112268000,128446000,141074000,115567000,VEEV
1842,2021-01-31,USD,282914000,396761000,228715000,113847000,98843000,102133000,81938000,184071000,None,None,None,None,396761000,6449000,2000000,12735000,105292000,2374000,None,98843000,100408000,98843000,111578000,102918000,VEEV
1843,2020-10-31,USD,274522000,377500000,208747000,102997000,101305000,93225000,79992000,173217000,None,None,None,None,377500000,3455000,2000000,12525000,104760000,7801000,None,96959000,94291000,101305000,113830000,96959000,VEEV
1844,2020-07-31,USD,256479000,353683000,97204000,97204000,90081000,96345000,70053000,166398000,None,None,None,None,353781000,2881000,2000000,12317000,92962000,-589000,None,93551000,97575000,90081000,102398000,93551000,VEEV
1845,2020-04-30,USD,242226000,337106000,94880000,94880000,87565000,92424000,62237000,154661000,None,None,None,None,337013000,3414000,2000000,12629000,90979000,4409000,None,86570000,88256000,87565000,100194000,86570000,VEEV
1846,2020-01-31,USD,217189000,311508000,94319000,94319000,60394000,95594000,61201000,156795000,None,None,None,None,311508000,4844000,3000000,3217000,65238000,-944000,None,60394000,66468000,60394000,63611000,66182000,VEEV
1847,2019-10-31,USD,207592000,280921000,73329000,73329000,80800000,74217000,52575000,126792000,None,None,None,None,280995000,9141000,2000000,5643000,89941000,7696000,None,82245000,82511000,80800000,86443000,82245000,VEEV
1848,2019-07-31,USD,196682000,266900000,70218000,70218000,73856000,71680000,51146000,122826000,None,None,None,None,266858000,7332000,2000000,5561000,81188000,1946000,None,79242000,77961000,73856000,79417000,79242000,VEEV
1849,2019-04-30,USD,179249000,244752000,65503000,65503000,71169000,63107000,44973000,108080000,None,None,None,None,244832000,6161000,2000000,5438000,77330000,3881000,None,73449000,73709000,71169000,76607000,73449000,VEEV
1850,2019-01-31,USD,167797000,232323000,64526000,64526000,62998000,62040000,42759000,104799000,None,None,None,None,232318000,5690000,1300000,3594000,68688000,-2463000,None,62998000,73318000,62998000,66592000,71151000,VEEV
1851,2018-10-31,USD,163357000,224731000,61374000,61374000,63094000,60262000,40001000,100263000,None,None,None,None,224750000,4606000,1500000,3383000,67700000,3615000,None,64085000,62965000,63094000,66477000,64085000,VEEV
1852,2018-07-31,USD,150383000,209609000,59226000,59226000,52818000,58739000,38826000,97565000,None,None,None,None,209795000,3342000,1600000,3498000,56160000,5874000,None,50286000,49071000,52818000,56316000,50286000,VEEV
1853,2018-04-30,USD,135392000,195547000,60155000,60155000,43956000,54239000,37197000,91436000,None,None,None,None,-23000,2139000,1600000,3596000,46095000,1785000,None,44310000,43806000,43956000,47552000,44310000,VEEV
1854,2018-01-31,USD,127073000,185984000,58917000,58911000,38504000,54108000,36993000,88569000,None,None,None,None,-146000,3034000,1600000,3656000,41538000,884000,None,34887000,41231000,38504000,42160000,40654000,VEEV
1855,2022-12-31,USD,716759000,872704000,155945000,155945000,-99239000,156131000,473676000,815998000,None,1455000,8963000,7508000,None,None,None,15476000,-104533000,100498000,None,-205031000,None,-97025000,-81549000,-205031000,TEAM
1856,2022-09-30,USD,668000000,807392000,139392000,139392000,-34027000,142893000,399006000,702027000,None,-978000,5143000,6121000,None,None,None,14620000,-5716000,8025000,None,-13741000,None,405000,15025000,-13741000,TEAM
1857,2022-06-30,USD,626687000,759841000,133154000,133154000,-63253000,131632000,379000000,689940000,None,-5279000,1332000,6611000,None,None,None,24610000,-68859000,36604000,None,-105463000,None,-62248000,-37638000,-105463000,TEAM
1858,2022-03-31,USD,621117000,740491000,119374000,119374000,-16132000,122707000,363746000,637249000,None,-5416000,608000,6024000,None,None,None,22899000,-30557000,530000,None,-31087000,None,-24533000,-1634000,-31087000,TEAM
1859,2021-12-31,USD,573365000,688526000,115161000,115161000,-66718000,130448000,374976000,640083000,None,-6001000,77000,6078000,None,None,None,23206000,-73038000,4434000,None,-77472000,None,-66960000,-43754000,-77472000,TEAM
1860,2021-09-30,USD,516006000,614024000,98018000,98018000,39646000,93586000,279846000,476360000,None,-6831000,280000,7111000,None,None,None,23243000,-392118000,7984000,None,-400102000,None,-385007000,-361764000,-400102000,TEAM
