,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Ticker
1861,2021-06-30,USD,461572000,559539000,97967000,97967000,-7526000,89740000,245929000,469098000,None,-7091000,1008000,8099000,None,None,None,23714000,-214018000,-945000,None,-213073000,None,-205919000,-182205000,-213073000,TEAM
1862,2021-03-31,USD,483840000,568728000,84888000,84888000,69515000,78184000,244098000,414325000,None,-9127000,1464000,10591000,None,None,None,23324000,211050000,51210000,None,159840000,None,221641000,244965000,159840000,TEAM
1863,2020-12-31,USD,421877000,501359000,79482000,79482000,27713000,75949000,241064000,394164000,None,-89336000,2112000,91448000,None,None,None,23185000,-607372000,14156000,None,-621528000,None,-515924000,-492739000,-621528000,TEAM
1864,2020-09-30,USD,385822000,459506000,73684000,73684000,11932000,71369000,232235000,373890000,None,-9985000,2590000,12575000,None,None,None,22625000,-24324000,-2770000,None,-21554000,None,-11749000,10876000,-21554000,TEAM
1865,2020-06-30,USD,360364000,430476000,70112000,70112000,-3280000,75014000,210738000,363644000,None,-9094000,3390000,12484000,None,None,None,22078000,-395608000,-10385000,None,-385223000,None,-383124000,-361046000,-385223000,TEAM
1866,2020-03-31,USD,340927000,411582000,70655000,70655000,-19920000,72214000,204148000,360847000,None,-5236000,7199000,12435000,None,None,None,23683000,-166857000,-8032000,None,-158825000,None,-154422000,-130739000,-158825000,TEAM
1867,2019-12-31,USD,342964000,408725000,65761000,65761000,41841000,59440000,172420000,301123000,None,-4264000,8100000,12364000,None,None,None,26622000,141791000,17717000,None,124074000,None,154155000,180777000,124074000,TEAM
1868,2019-09-30,USD,301111000,363390000,62279000,62279000,-4555000,61741000,175882000,305666000,None,-3215000,9112000,12327000,None,None,None,25015000,74465000,5145000,None,69320000,None,86792000,111807000,69320000,TEAM
1869,2019-06-30,USD,273457000,334586000,61129000,61129000,-32444000,58980000,170321000,305901000,None,-945000,9272000,10217000,None,None,None,15845000,-190862000,46655000,None,-237517000,None,-180645000,-164800000,-237517000,TEAM
1870,2019-03-31,USD,255081000,309270000,54189000,54189000,-27557000,59025000,153069000,282638000,None,-800000,800000,10103000,None,None,None,16303000,-201681000,1163000,None,-202844000,None,-191578000,-175275000,-202844000,TEAM
1871,2018-12-31,USD,249197000,298979000,49782000,49782000,-3169000,52052000,131364000,252366000,None,None,None,10019000,None,None,None,20685000,27063000,-18122000,None,45185000,None,37082000,57767000,45185000,TEAM
1872,2018-09-30,USD,222107000,267292000,45185000,45185000,-192000,45657000,124380000,222299000,None,None,None,9902000,None,None,None,17415000,-240076000,2369000,None,-242445000,None,-230174000,-212759000,-242445000,TEAM
1873,2018-06-30,USD,199587000,243783000,44196000,44196000,-5287000,44766000,111046000,204874000,None,None,None,6782000,None,None,None,17754000,-21755000,4096000,None,-25851000,None,-14973000,2781000,-25851000,TEAM
1874,2018-03-31,USD,178483000,223723000,45240000,45240000,-10880000,32167000,108544000,189363000,None,None,None,8000,None,None,None,20111000,-8147000,6119000,None,-14266000,None,-8139000,11972000,-14266000,TEAM
1875,2017-12-31,USD,169462000,212626000,43164000,43164000,-15256000,38584000,101324000,184718000,None,None,None,7000,None,None,None,20990000,-14188000,51042000,None,-51236000,None,-14181000,6809000,-65230000,TEAM
1876,2022-12-31,USD,464151000,546166000,434726000,109194000,127162000,265647000,58403000,336989000,None,-8070000,None,8070000,572545000,-213000,None,41576000,159535000,35163000,8070000,124372000,141924000,127162000,209181000,124372000,CSGP
1877,2022-09-30,USD,448557000,549599000,441281000,108364000,85329000,276665000,56912000,363228000,None,-8122000,None,8122000,557721000,1389000,None,56252000,97374000,25084000,8122000,72290000,55619000,85329000,161748000,72290000,CSGP
1878,2022-06-30,USD,435337000,529134000,399961000,100971000,110183000,258689000,51587000,325154000,None,-8074000,None,8074000,537208000,1343000,None,40301000,108127000,24654000,8074000,83473000,65631000,110183000,156502000,83473000,CSGP
1879,2022-03-31,USD,420346000,504845000,361398000,95479000,128275000,221958000,54021000,292071000,None,-8059000,None,8059000,516225000,864000,None,40640000,121421000,32103000,8059000,89318000,82962000,128275000,170120000,89318000,CSGP
1880,2021-12-31,USD,420456000,495780000,340553000,86330000,140385000,208617000,52522000,280071000,None,-8075000,None,8075000,506986000,909000,None,42475000,133371000,40471000,8075000,92900000,92411000,140385000,183921000,92900000,CSGP
1881,2021-09-30,USD,406722000,491714000,378935000,92597000,89732000,244726000,53143000,316990000,None,-8105000,None,8105000,499819000,1546000,None,41612000,83335000,19031000,8105000,64304000,58075000,89732000,133052000,64304000,CSGP
1882,2021-06-30,USD,390767000,472086000,353307000,89566000,101011000,222838000,48573000,289756000,None,-8047000,None,8047000,480133000,847000,None,40903000,93981000,32833000,8047000,61148000,62674000,101011000,142931000,61148000,CSGP
1883,2021-03-31,USD,368949000,447588000,335341000,88748000,101209000,202537000,46784000,267740000,None,-8089000,None,8089000,457497000,-50000,None,42236000,93281000,19069000,8089000,74212000,74535000,101209000,143606000,74212000,CSGP
1884,2020-12-31,USD,366239000,444393000,78154000,78154000,55210000,251676000,41573000,311029000,None,-8070000,None,8070000,444393000,-856000,None,41528000,46441000,10652000,8070000,35789000,47306000,55210000,96039000,35789000,CSGP
1885,2020-09-30,USD,347755000,417354000,330240000,77865000,76809000,211956000,40732000,270946000,None,-8066000,None,8066000,425420000,-338000,None,40419000,68934000,10748000,8066000,58186000,65721000,76809000,117419000,58186000,CSGP
1886,2020-06-30,USD,323119000,393173000,298744000,74040000,81319000,187864000,39001000,241800000,None,-4486000,None,4486000,397659000,-474000,None,36840000,77249000,16889000,4486000,60360000,61223000,81319000,118575000,60360000,CSGP
1887,2020-03-31,USD,312938000,383097000,302070000,78909000,75864000,183980000,41610000,237074000,None,-2026000,4518000,2026000,391306000,841000,None,32998000,78356000,5563000,2026000,72793000,60574000,80382000,113380000,72793000,CSGP
1888,2019-12-31,USD,299730000,374726000,74996000,74996000,100986000,150642000,36580000,198744000,None,-482000,13801000,482000,374726000,9881000,None,32278000,114305000,26378000,482000,87927000,93578000,114787000,147065000,87927000,CSGP
1889,2019-09-30,USD,281636000,352808000,71172000,71172000,94269000,147112000,32639000,187367000,None,-704000,5358000,704000,352808000,240000,None,27534000,93097000,20304000,704000,78619000,76458000,93801000,121335000,72793000,CSGP
1890,2019-06-30,USD,271842000,343760000,71918000,71918000,74800000,161412000,28455000,197042000,None,-697000,5913000,697000,687520000,538000,None,26864000,80016000,16768000,697000,63248000,62481000,80713000,107577000,63248000,CSGP
1891,2019-03-31,USD,257272000,328425000,71153000,71153000,93492000,128170000,27928000,163780000,None,-732000,4945000,732000,656850000,1000,None,26146000,97705000,12536000,732000,85169000,85549000,98437000,124583000,85169000,CSGP
1892,2018-12-31,USD,247323000,315571000,68248000,68248000,105657000,108153000,25580000,141666000,None,-695000,None,695000,315571000,4607000,None,26157000,109569000,26060000,695000,83509000,82310000,110264000,136421000,83509000,CSGP
1893,2018-09-30,USD,233453000,305525000,72072000,72072000,70688000,128263000,26173000,162765000,None,-717000,None,717000,611050000,3035000,None,27123000,73006000,14247000,717000,58759000,58398000,73723000,100846000,58759000,CSGP
1894,2018-06-30,USD,229882000,297018000,67136000,67136000,43774000,151021000,26271000,186108000,None,-728000,None,728000,594036000,2652000,None,27260000,45698000,1863000,728000,43835000,41776000,46426000,73686000,43835000,CSGP
1895,2018-03-31,USD,211241000,273718000,62477000,62477000,53445000,129080000,22913000,157796000,None,-690000,None,690000,293056000,2987000,None,24375000,55742000,3511000,690000,52231000,53182000,56432000,80807000,52231000,CSGP
1896,2023-01-31,USD,272152000,356080000,326663000,89160000,-72949000,234210000,110891000,345101000,15712000,-2418000,15712000,2418000,358498000,-1829000,None,3293000,-61484000,2914000,2418000,-64398000,-61512000,-59066000,-55773000,-64398000,MDB
1897,2022-10-31,USD,239969000,331124000,313446000,93652000,-82923000,216500000,106392000,322892000,6932000,-2497000,6932000,2497000,333621000,-1318000,None,3294000,-79806000,5035000,2497000,-84841000,-84438000,-77309000,-74015000,-84841000,MDB
1898,2022-07-31,USD,215383000,301231000,313759000,88277000,-114843000,222189000,108037000,330226000,1680000,-2429000,1680000,2429000,303660000,-224000,None,3293000,-115816000,3049000,2429000,-118865000,-118380000,-113387000,-110094000,-118865000,MDB
1899,2022-04-30,USD,207232000,282413000,268309000,78215000,-75940000,186800000,96372000,283172000,624000,-2453000,624000,2453000,284866000,1621000,None,3294000,-76148000,1146000,2453000,-77294000,-79045000,-73695000,-70401000,-77294000,MDB
1900,2022-01-31,USD,190696000,262973000,261089000,75798000,-78619000,179898000,89417000,269315000,392000,-2505000,392000,2505000,265478000,-2150000,None,3293000,-82882000,1566000,2505000,-84459000,-86084000,-80377000,-77084000,-84448000,MDB
1901,2021-10-31,USD,158429000,224296000,224698000,68464000,-76768000,152941000,82256000,235197000,204000,-2597000,204000,2597000,226893000,117000,None,3293000,-79044000,2249000,2597000,-81293000,-82305000,-76447000,-73154000,-81293000,MDB
1902,2021-07-31,USD,138045000,196191000,202176000,60702000,-72531000,138180000,72396000,210576000,157000,-2556000,157000,2556000,198747000,-665000,None,3294000,-75595000,1538000,2556000,-77095000,-76653000,-73039000,-69745000,-77133000,MDB
1903,2021-04-30,USD,127120000,177675000,181537000,54528000,-61446000,123815000,64751000,188566000,173000,-3658000,173000,3658000,181333000,-437000,None,3194000,-65392000,-1400000,3658000,-63992000,-64048000,-61734000,-58540000,-63992000,MDB
1904,2021-01-31,USD,120014000,156144000,177575000,50985000,-59393000,123496000,55911000,179407000,238000,-14269000,238000,14269000,170413000,-268000,None,3094000,-73650000,2151000,14269000,-75801000,-76168000,-59381000,-56287000,-75801000,MDB
1905,2020-10-31,USD,104661000,136678000,157592000,46110000,-58091000,108389000,54363000,162752000,572000,-14093000,572000,14093000,150771000,-113000,None,3093000,-71751000,900000,14093000,-72651000,-73057000,-57658000,-54565000,-72651000,MDB
1906,2020-07-31,USD,95977000,124331000,141900000,42304000,-49780000,96502000,49255000,145757000,1032000,-13950000,1032000,13950000,138281000,-845000,None,3094000,-63525000,1000000,13950000,-64525000,-65454000,-49575000,-46481000,-64525000,MDB
1907,2020-04-30,USD,92652000,116534000,129831000,37677000,-42040000,89060000,45632000,134692000,2727000,-13795000,2727000,13795000,130329000,-625000,None,3094000,-53733000,234000,13795000,-53967000,-53194000,-39938000,-36844000,-53967000,MDB
1908,2020-01-31,USD,88732000,102460000,125982000,34791000,-40903000,87997000,41638000,129635000,2036000,-6541000,2036000,6541000,109001000,-14891000,None,3194000,-60299000,2264000,21063000,-62563000,-62527000,-53758000,-50564000,-62563000,MDB
1909,2019-10-31,USD,77250000,104628000,112862000,32191000,-38714000,76577000,39387000,115964000,1986000,-4813000,1986000,4813000,109441000,-283000,None,4094000,-41824000,559000,4813000,-42383000,-41862000,-37011000,-32917000,-42383000,MDB
1910,2019-07-31,USD,69166000,94428000,103000000,30202000,-37672000,69698000,37140000,106838000,2231000,-4940000,2231000,4940000,99368000,-296000,None,3100000,-40677000,-3341000,4940000,-37377000,-37565000,-35737000,-32637000,-37336000,MDB
1911,2019-04-30,USD,61216000,84699000,89097000,28172000,-30577000,60925000,30868000,91793000,2303000,-4689000,2386000,4689000,89388000,-415000,None,994000,-33378000,-138000,4689000,-33278000,-33169000,-28689000,-27695000,-33240000,MDB
1912,2019-01-31,USD,59917000,86029000,80874000,25567000,-23761000,53007000,26600000,83678000,2227000,-4638000,None,4638000,85484000,-13000,None,2458000,-26185000,-3998000,4638000,-7281000,-21981000,-21547000,-4183000,-22187000,MDB
1913,2018-10-31,USD,54024000,64985000,10961000,17758000,-20221000,53102000,23179000,74245000,2459000,-4358000,None,4358000,71782000,-400000,None,1711000,-22520000,-33000,4358000,-31320000,-22527000,-18162000,-25284000,-22487000,MDB
1914,2018-07-31,USD,43117000,56196000,66628000,16494000,-27104000,50134000,21430000,70221000,1518000,-1294000,None,1294000,59611000,-656000,None,806000,-27582000,200000,1294000,-31200000,-27848000,-26288000,-28900000,-27782000,MDB
1915,2018-04-30,USD,36390000,48222000,58865000,13749000,-26679000,45116000,18645000,63069000,959000,0,None,0,50139000,-368000,None,817000,-26055000,500000,0,-29197000,-26670000,-26055000,-27880000,-26555000,MDB
1916,2022-12-31,USD,310738000,369809000,59071000,59071000,105834000,205703000,39569000,258508000,None,-949000,None,949000,370758000,9104000,None,13386000,113989000,34038000,1300000,79951000,80061000,114938000,128324000,79951000,PAYC
1917,2022-09-30,USD,278045000,333149000,55104000,55104000,74265000,204798000,40366000,257789000,None,-1018000,None,1018000,334167000,2041000,None,12625000,75288000,23135000,1200000,52153000,49940000,76306000,88931000,52153000,PAYC
1918,2022-06-30,USD,266488000,316570000,50082000,50082000,72313000,194529000,36803000,243422000,None,-354000,None,354000,316924000,878000,None,12090000,72837000,15482000,600000,57355000,56874000,73191000,85281000,57355000,PAYC
1919,2022-03-31,USD,305909000,354393000,48484000,48484000,126267000,178768000,31605000,222036000,None,-215000,None,215000,354608000,1412000,None,11663000,127464000,35534000,300000,91930000,90811000,127679000,139342000,91930000,PAYC
1920,2021-12-31,USD,238511000,285034000,46523000,46523000,68626000,169837000,34414000,214559000,None,-309000,None,309000,285343000,1376000,None,10308000,70002000,21315000,300000,48687000,48687000,68626000,80619000,48687000,PAYC
1921,2021-09-30,USD,213114000,255794000,42680000,42680000,43305000,170209000,31077000,210693000,None,-400000,None,400000,256194000,244000,None,9407000,43549000,13170000,400000,30379000,30379000,43305000,53356000,30379000,PAYC
1922,2021-06-30,USD,205436000,241846000,36410000,36410000,47090000,158646000,28224000,195250000,None,-300000,None,300000,242146000,146000,None,8380000,47236000,-5042000,300000,52278000,52278000,47090000,55916000,52278000,PAYC
1923,2021-03-31,USD,235808000,272081000,36273000,36273000,94546000,141379000,24711000,173938000,None,-409000,None,409000,272490000,629000,None,7716000,95175000,30559000,400000,64616000,64616000,94546000,103300000,64616000,PAYC
1924,2020-12-31,USD,220947000,220947000,33030000,33030000,36247000,151670000,25073000,184139000,None,0,None,0,220947000,354000,None,7396000,36601000,12234000,400000,36247000,24367000,36601000,43997000,24367000,PAYC
1925,2020-09-30,USD,165220000,196132000,30912000,30912000,34036000,131584000,21772000,160506000,None,-400000,-400000,0,196532000,246000,None,7150000,34282000,6800000,400000,27482000,27482000,34282000,41432000,27482000,PAYC
1926,2020-06-30,USD,152026000,181584000,29558000,29558000,26576000,125453000,21778000,154005000,None,-3000,None,3000,181587000,162000,None,6774000,26735000,-1854000,400000,28589000,28589000,26738000,33512000,28589000,PAYC
1927,2020-03-31,USD,212306000,242352000,30046000,30046000,89264000,123058000,21621000,150964000,None,-16000,1584000,16000,242368000,-930000,None,6285000,88318000,25303000,400000,63015000,63015000,88334000,94619000,63015000,PAYC
1928,2019-12-31,USD,193409000,193409000,28798000,37098000,60294000,104317000,18211000,128480000,None,-146000,3054000,146000,193409000,971000,None,5952000,61119000,15739000,500000,60294000,60294000,61265000,67217000,45380000,PAYC
1929,2019-09-30,USD,148354000,174746000,26392000,26392000,50556000,98058000,19605000,123328000,None,-260000,660000,260000,175006000,195000,None,5665000,50491000,11339000,300000,39152000,39152000,50751000,56416000,39152000,PAYC
